Gene Name	log2FoldChange	pvalue	padj
DENR	-0.478946457	0.517995795	NA
CYP2U1	0.149097628	0.51808813	0.655732837
ERFL	0.796470526	0.518093658	NA
SVIL	0.58816774	0.518233501	0.655863689
TMEM79	-0.413883479	0.51833391	0.655937622
ULK4P2	0.737501316	0.518484345	NA
PAK3.1	0.338709926	0.51849787	0.656091959
LINC00391.1	0.828525539	0.518535782	NA
LINC00681	-0.402168487	0.518738356	0.656286523
TEKT2	0.673403671	0.518770976	0.656286523
RHOXF1	-0.133348097	0.51877767	0.656286523
PRKACA.2	0.192465623	0.518900105	0.656388253
HPYR1	0.654456648	0.518933025	NA
RNASET2	-0.773672247	0.519006465	NA
VMO1	0.476696618	0.519010604	0.656421883
DEUP1	-0.307888011	0.519010734	0.656421883
EFCAB9	-0.465612165	0.519169232	0.656569185
AP3B2.1	0.606140977	0.519321418	NA
LOC101928909	0.243227575	0.51935408	0.656736143
LOC100996325	-0.188777231	0.519385335	0.656736143
DPY19L3.1	0.445057405	0.519437359	NA
POU2F1.2	0.981449339	0.519727923	NA
CCDC60	0.171142901	0.519955934	0.657371153
LINC00920	-0.808110856	0.519969889	NA
SURF4.1	0.387554285	0.519971702	0.657371153
FRS3	-0.731489329	0.519984546	NA
ATE1-AS1	0.368286363	0.520078533	0.657453003
CDRT15P1	0.636213202	0.520271729	NA
CPSF4.1	0.231714716	0.520415861	0.657808654
KPTN	0.270638777	0.520444091	0.657808654
WNT9B	0.524166402	0.520527864	NA
NRSN1	-0.475052623	0.520528039	NA
MIR4645	0.520304758	0.520563977	NA
SUGT1-DT	0.370454267	0.520712569	0.658094744
HNRNPA1P10	0.430755256	0.520788782	NA
FER1L4	-0.758417902	0.520798015	NA
CEP83.1	-0.615921361	0.520836545	NA
LRRC10B	-0.286274416	0.520988207	0.658343216
MIR5187	-0.238599547	0.52099346	0.658343216
MIR4766	0.409208966	0.52115436	0.658493266
DCST2	-0.822349955	0.521222231	NA
TMEM50A	-0.457740748	0.521231138	NA
FGFBP2	-0.804643505	0.521254565	NA
ZDHHC22.1	-0.592963467	0.521356605	NA
MIR12122	-0.548698985	0.521371241	NA
AP1G1	-0.892584161	0.521389992	NA
LOC102724265	-0.742767138	0.521466754	NA
LOC101928626	0.636581455	0.521602789	NA
TMEM81	0.693079561	0.521617383	NA
MRPS35	0.632635502	0.521619675	NA
ATP1A1-AS1.3	0.510787887	0.521669048	NA
RENBP	-0.604564438	0.521707688	NA
BCAN.1	-0.667828255	0.521732823	0.659138812
SMIM7.1	0.155320816	0.521749658	0.659138812
MIR1273C	0.702204519	0.521840163	NA
TRIM61	0.431416119	0.521898403	0.659273407
GDPD5.2	0.658258978	0.521915725	NA
MFSD14B	0.386595077	0.522034396	0.659391873
POLE4	-0.962010182	0.52209972	0.659421065
TTC23L.1	0.959615812	0.522194818	NA
IDH3B.1	0.867459258	0.522286813	NA
B3GNT4	0.28235367	0.522293986	0.659613094
NUDT2	0.741469194	0.522427366	NA
TTLL3.2	-0.356500447	0.522692916	0.660063544
COBL.2	0.697187084	0.522819279	NA
ZEB1-AS1.1	-0.469375042	0.52289872	NA
CENPVL1	0.953162414	0.52295979	NA
C6orf47	0.711505196	0.522965781	NA
FAM201A	-0.485539498	0.52304512	NA
LOC441242.1	0.364385368	0.523171966	0.660587913
PLEKHA5.1	0.378737203	0.523192731	0.660587913
GSTZ1.1	0.355251698	0.523271149	0.660610138
ZSWIM9	0.242367567	0.523298974	0.660610138
ZFHX3.1	0.823439597	0.523299877	NA
PURA	-0.396673729	0.523343032	0.660610138
WDR37	-0.213538012	0.523397502	0.660610138
CLRN3	0.223833637	0.523488016	0.660610138
CPE	0.325818379	0.523531082	0.660610138
KCNJ12	0.467407893	0.523537296	0.660610138
ID2-AS1.1	-0.323453339	0.52357809	0.660610138
LTBR	-0.568122114	0.523585453	NA
LOC105372633	-0.406085679	0.523631535	0.660610138
FBXO11.2	0.279448279	0.523670697	0.660610138
KLC1.1	0.435500196	0.523702783	0.660610138
NT5C	-0.215085995	0.523717813	0.660610138
ZNF224	0.410296522	0.523767182	NA
TMEM132D	0.50052797	0.5238609	NA
GGT3P	-0.703512157	0.523949514	NA
SRSF5	0.394764902	0.523968895	NA
PIAS1	0.563409485	0.523999787	NA
ADIPOR1	-0.148135695	0.524050601	0.660966366
SPDYE18	0.549694195	0.524064742	NA
ZNF510	-0.382638127	0.524084848	0.660966366
ASF1A	0.302964116	0.524139881	0.660982408
LOC100288123	0.411881577	0.524170561	NA
BMPR1B.1	0.438118524	0.524215787	0.661024766
DTX2P1-UPK3BP1-PMS2P11	-0.160455102	0.524302409	0.66108063
HOXD3	0.199611461	0.524424097	0.661180696
BTG2	-0.892092775	0.524522904	NA
FANCG	0.387816767	0.524524937	0.661254462
POLR2C	-0.780810622	0.52457161	0.661259935
LOC101930094	-0.660891086	0.524777074	0.66146556
CHRNA9	-0.618463064	0.524815603	NA
LNCOC1	0.347316613	0.524902999	0.661570901
CCT2.1	-0.508060715	0.524912589	NA
LY6G5B	0.340958267	0.524990945	0.661628362
TESK2	-0.549920267	0.525165056	0.661794396
SMAP2.1	-0.330758757	0.525232604	0.661826128
RNASEL	1.081683223	0.525284238	NA
XRCC1	-0.70331037	0.525286402	0.66184053
CBL	-0.463990435	0.525394507	NA
SNORD50A	0.252154753	0.525454091	0.661962779
RAD52.2	0.388857039	0.525468181	0.661962779
NFATC3.1	0.902068641	0.525468283	NA
SNORD169	-0.220797259	0.525687101	0.662151516
RFX8	-0.127622165	0.525702778	0.662151516
HSPA2	0.278580961	0.525837214	0.662267446
GYS2	0.231209166	0.525970325	0.66232985
ZNF234	-0.333848953	0.525971563	0.66232985
LINC01894	-0.43306924	0.526021911	0.662339858
LOC100132215.1	-0.570925103	0.526034729	NA
AGAP1	-0.674659878	0.526071923	NA
ZMYM2.2	0.819565132	0.526091152	NA
STAG3L5P-PVRIG2P-PILRB	0.209114473	0.526134153	0.662427791
RAP2C-AS1	-0.793852722	0.526275828	NA
MIR6819	0.761873242	0.526281687	NA
GPAT4.1	0.527383934	0.526293185	0.662574616
LCOR.1	-0.250299419	0.526382999	0.662588765
CACNA2D1.1	0.41071846	0.526389257	0.662588765
GAS5.3	-0.502973767	0.526497512	NA
DLX5	0.374939518	0.526531767	0.662714748
PHKA2-AS1	0.574844645	0.526580648	NA
VOPP1.1	0.865136237	0.526589525	NA
NEK5	0.318721886	0.526659743	0.662822417
NOS2	-0.18187782	0.526765519	0.662878986
ATP5PF.1	0.311152126	0.526789561	0.662878986
DCLK3	0.76330462	0.526981988	NA
ZKSCAN5.1	0.71346587	0.527024551	NA
LINC01572	0.40925691	0.527254971	0.663411188
LOC101929227	-1.168993041	0.527367395	NA
RHOA	-0.707770683	0.527487148	NA
ARHGEF7.1	0.340046149	0.527538221	0.663714123
LMO4.1	-0.442778112	0.527676648	0.663834817
LIX1L	-0.742414854	0.527692198	NA
SNORD114-2	-0.553188044	0.527776929	0.663887726
FAM95A	-0.392144732	0.527803704	0.663887726
SLC22A16	-0.573455297	0.527838569	NA
MRPL37.1	0.859082029	0.527913663	NA
PPP1R16A.1	0.994008764	0.527969601	NA
UST-AS1	0.243329926	0.527973718	0.664048104
CRY1	-0.366875264	0.528048679	0.664088915
NHLH2.1	0.827571811	0.528168673	NA
TPRA1	-0.739309813	0.528210581	NA
CDC42EP3.3	-0.477869889	0.528240571	NA
MAB21L3	-0.394717404	0.528264106	0.664306359
FLJ45513	0.558026107	0.528332117	NA
LINC02139	0.237881325	0.528355029	0.664367215
BLOC1S3	0.748002561	0.528461745	NA
SLC37A4.2	0.256854872	0.528463699	0.664388848
MIR548AK	0.246677355	0.528473046	0.664388848
USP49.1	-0.771131064	0.528499829	0.664388848
BTBD7.1	-0.982306447	0.528557558	NA
NTN4.1	0.423422531	0.528639608	0.664511089
SYN2.1	-0.556613798	0.528836816	NA
ABCA5	-0.408994978	0.528857429	0.664731404
SNORA2B	0.61332692	0.528921975	NA
TLR3	-0.486899681	0.528986961	0.664812991
LINC01990	-0.988854538	0.529007456	0.664812991
DMD.1	1.010288684	0.529091784	NA
SPACA6.1	0.844691451	0.529233211	NA
SCARNA28	-0.520791573	0.529238729	NA
ELAC1	-0.306336902	0.529321437	0.665154064
TVP23A.1	-0.523197134	0.52943555	NA
FOXD4L1	-0.53954061	0.529475265	0.665293848
CLRN2	0.200352212	0.529713463	0.665539613
MIR6881	0.877079598	0.52973195	NA
PARP2	0.367062285	0.529793948	0.665587202
POU6F2-AS2	-0.717849188	0.529898131	NA
SON.1	-0.307835512	0.529932082	0.665707202
DYNLRB2-AS1	1.665970241	0.530002074	NA
DANCR.1	0.197033511	0.530161659	0.665942045
KIAA1671.1	0.309656662	0.530274711	0.666012313
KIF5B	0.436118091	0.530352375	0.666012313
CLGN	-0.381448188	0.530361372	0.666012313
LOC441087	-0.296264401	0.530388142	0.666012313
LIN28A	0.975829763	0.530503373	NA
BGLAP	0.340091337	0.53052978	0.66613662
DCLK1.1	-0.234389489	0.530608877	0.666182388
C17orf50	-0.17844921	0.530747617	0.666303023
COX11.1	-0.442227532	0.530953173	NA
XPR1.1	0.299789135	0.53103475	0.666570671
LINC00619	0.514801108	0.531036895	NA
CD38	0.166827072	0.531048506	0.666570671
RNF227	-0.335448184	0.531088828	0.666570671
SOX1-OT	0.560278279	0.531212203	NA
MBD2.1	0.113777043	0.531215083	0.666675569
FAM168B.1	-0.600435156	0.531312864	NA
RPH3A.2	0.255772649	0.531473374	0.666946142
VAV2	-0.874096311	0.531680862	NA
TRIT1.1	-0.919591531	0.531744207	NA
ZNF32-AS1	0.501440835	0.531779701	NA
LINC02913	-0.632829847	0.531892314	NA
BRD1	0.838415141	0.532001638	NA
ZNF701.1	0.708271386	0.532021549	NA
KBTBD8	0.787230222	0.532118168	0.667672
CERS1	-0.286277839	0.532137277	0.667672
TRIM25	0.675195839	0.532145105	NA
SLF2.1	0.127853678	0.532188153	0.667682206
FRY-AS1	0.6972843	0.532202302	NA
ZBTB10	0.377521042	0.532347017	0.667813577
NR5A1	-0.21946441	0.532378367	0.667813577
GREM1-AS1	-0.482580485	0.53253824	NA
HIPK1-AS1	0.278538525	0.532559979	0.66798775
KRT15	-0.543480313	0.532671152	0.668028048
TM4SF19-AS1	-0.80656602	0.532686619	NA
RASSF1-AS1	0.204844821	0.532724319	0.668028048
ZNF33B.1	0.35500921	0.532741282	0.668028048
LYSMD4.1	-0.678679656	0.532930458	NA
RARRES1	0.281696507	0.532974616	0.668028048
PRR3	-0.19304558	0.532982279	0.668028048
HCLS1	0.575826525	0.533008748	0.668028048
HDAC9.3	-0.277802979	0.533016964	0.668028048
CFAP47.1	0.37065213	0.533108359	0.668028048
TMPO.1	-0.404184903	0.533112614	0.668028048
MIR324	0.205177903	0.533124305	0.668028048
ZNF354A	0.130302637	0.533137743	0.668028048
GPSM1.3	0.259920045	0.533158613	0.668028048
SAP30BP	-0.176952904	0.533170705	0.668028048
SHBG	0.468343019	0.533190814	0.668028048
CUL1.3	1.212611674	0.533263886	0.668066017
SOCS4	-0.238775367	0.533330784	0.668096246
SWAP70	0.639687591	0.533543817	NA
CYBC1.1	-0.718668598	0.533565605	NA
TPGS1	-1.017915177	0.533652618	NA
TTC19	0.38769094	0.533678183	0.66847782
VWA7	-0.936396101	0.533684728	NA
LINC01007.1	0.325264427	0.533913618	0.668714353
RPE.1	-0.541399504	0.533952636	0.668714353
ZNF614	0.270756577	0.534103356	0.668813511
ZBTB39	0.287195005	0.534117441	0.668813511
LOC101927100	0.197116761	0.534218508	0.668886447
GLP2R	0.645683926	0.53421969	NA
NDRG2.3	0.203706334	0.534326562	0.668968119
ZNF124.2	0.63344314	0.53449813	NA
LOC100507351	0.396094351	0.53462702	0.669290646
KAZALD1	-0.619929678	0.53476721	NA
TUSC3	-0.414777657	0.534820277	0.669478928
DOK1	0.343422366	0.535008652	0.66966107
SOX15	0.326213987	0.535183206	0.669813753
XRCC2	0.190566162	0.535265381	0.669813753
LRRC14	-0.266633374	0.535281169	0.669813753
OGFOD2.3	0.188898997	0.53530215	0.669813753
PAK3.2	0.759562284	0.535353927	NA
CACNB2	-0.688912353	0.535851237	NA
UBXN6.1	-0.117902445	0.535916707	0.670487295
SNORA71E	-0.472039397	0.535926276	0.670487295
RCC1L	0.174265621	0.536087177	0.670634884
TNFRSF9	0.70247619	0.536112698	NA
LOC101929882	0.30190371	0.53615544	0.67066657
KLHL38	0.483284276	0.536186087	NA
SNPH	0.861721511	0.536247116	NA
AGFG2	-0.518956877	0.536438473	0.670966882
CD63.3	0.291363351	0.536488883	0.670976208
AAMDC.1	0.975829184	0.53658969	NA
MRPL10.1	-0.53639761	0.536709639	NA
NSUN3	0.470764101	0.536715279	NA
BBOF1	0.151573772	0.53674774	0.671246213
PTGER3.1	0.789181068	0.53689507	NA
RAMP2	-0.635141897	0.537057767	NA
LINC00901	0.608227329	0.537174882	NA
CHMP2A	-0.188508307	0.537237914	0.671805431
PUM3	-0.261618857	0.537533624	0.67211386
APPL2	0.170768301	0.537603297	0.67211386
SPAG16.1	0.360245549	0.537636944	0.67211386
TBC1D10C	0.179123097	0.537656667	0.67211386
TNFRSF1B	0.193315439	0.537799522	0.67221662
RAB18	0.99247548	0.537814655	NA
NTF3	0.20550204	0.537824935	0.67221662
SKOR1	-0.790377362	0.537866534	NA
TFPT.1	0.532704474	0.538011459	NA
ELMOD2	0.785699661	0.538118402	NA
TNFRSF25.1	-0.63461504	0.538237702	NA
ATP6V0E2	0.653491716	0.538239808	NA
TXNDC12-AS1	0.612932055	0.53824902	NA
DTX1	-0.828762933	0.538257743	NA
LOC101926889	-0.196014503	0.538258399	0.672704573
LDB2.2	0.630960063	0.538284057	NA
MINDY4B	-0.157420272	0.538306237	0.672710538
ZFHX3.2	-0.439618932	0.538455595	0.672811656
L3MBTL1.1	0.484378672	0.538473294	0.672811656
FAM226A	0.467084875	0.538534598	0.672834436
FAM174A	0.957083064	0.538594631	NA
MS4A8	-0.834670071	0.538832976	NA
MANSC1	-0.456698075	0.538887088	0.673182916
DNAJA3	0.277841416	0.538899709	0.673182916
SEPTIN9.2	0.120014986	0.53904379	0.673309055
PGM5	-0.430816313	0.539109397	0.673337162
CHST5	-0.481469391	0.53916921	NA
TCEAL5	0.496429035	0.539225949	NA
PRKCA-AS1	-0.113793343	0.539296948	0.673463982
INTS10.1	0.312886816	0.539297161	0.673463982
ZNF25	0.683249446	0.539320803	NA
KEL	0.696360385	0.539623189	NA
AP3D1	0.264003381	0.539668912	0.673802973
DCHS1	0.27667186	0.539675776	0.673802973
LRR1	-0.384400285	0.539698022	0.673802973
LINC01694	-0.590493662	0.539721133	NA
LAP3	-0.653413406	0.539727367	NA
CARD8.3	0.140353445	0.539766358	0.673834435
KTN1-AS1	0.952023604	0.539794261	NA
CDC14B	0.445080884	0.539973207	0.674038794
ARID5B	-0.699503268	0.539986877	NA
AKR7A3	0.43587265	0.54006306	NA
ATP1A3.1	-0.58478525	0.540069806	NA
TRMT11	0.535147539	0.540164988	NA
UBR1	0.169467542	0.540202661	0.674271336
SNORD103A	-0.195870168	0.540386822	0.674447311
CDKN2D	-0.539424021	0.540566579	NA
SPRYD4	0.467435168	0.540570847	NA
KBTBD11-AS1	-0.570571971	0.540593747	NA
DHRS4L2.1	-0.504851939	0.540619958	NA
TTC38	0.21449016	0.540680912	0.674760448
PRR22	-0.454248672	0.540814406	NA
FGD2	0.243281762	0.540891577	0.674969431
P2RX3	-0.269550197	0.541097477	0.675120182
NOMO3	-0.146452231	0.541098821	0.675120182
LINC01715	0.481277077	0.54110379	NA
PCBP4	-0.526724938	0.541159091	0.675141456
MROH3P	0.92950052	0.541207631	NA
KLHL13.1	-0.445479902	0.541272172	0.675202902
ARID1A	0.283732772	0.541294792	0.675202902
SNRPA	0.714405469	0.54129619	NA
CEP41	0.72525503	0.541338643	0.675203685
KRTCAP3	-0.316867312	0.541389732	0.675213494
ZNF595	1.035054133	0.541458398	NA
PLAC9P1	0.397370578	0.541639569	0.675460347
ZBTB46-AS1	0.300546142	0.541674141	0.675460347
MAP3K4.1	0.571509298	0.541929934	NA
POMZP3	-0.222621352	0.542070188	0.675779352
HSPA2-AS1	0.503152174	0.542085244	NA
TNNC2	0.187088131	0.542096383	0.675779352
ASXL2.1	0.691125899	0.542097533	0.675779352
RAMP2-AS1	0.213723487	0.542103006	0.675779352
YBX1.1	0.409629009	0.542113234	NA
TSC22D2	-0.168127115	0.542615055	0.676363691
SLC12A7	-0.82578373	0.542653032	NA
ARPC4-TTLL3	0.578355364	0.542705645	NA
CPSF6	0.767113286	0.542729528	NA
ABCA6	-0.302736954	0.54286198	0.676569781
LINC01865	-0.462906777	0.542867015	0.676569781
JPX	0.492130295	0.542951839	NA
NHLRC1	0.841508706	0.542986779	NA
NIM1K.1	0.605416546	0.543007706	NA
PLRG1	-0.328965769	0.543008403	0.676687706
KIF12	0.514084335	0.543014329	NA
CCDC39	-0.136401645	0.543048274	0.676687706
CDKN2C	0.691235888	0.543101158	0.676699625
SNED1	-0.808215302	0.543118147	NA
CACNA1C-AS2	0.223482895	0.543206368	0.676776732
MNDA	1.079484565	0.543493637	NA
ADAM23	1.104205912	0.543507553	NA
PTP4A1.4	0.666518278	0.543513355	NA
LINC00562	1.136397237	0.543515222	NA
SDC2	0.958180229	0.543532387	NA
LOC100288254	0.825149003	0.543578236	NA
PECR	0.273218873	0.543697216	0.677334254
ADAL	-0.567920662	0.543698988	NA
HIP1	-0.123964613	0.543762152	0.677361131
TTC37	0.622841925	0.543773055	NA
LOC101928042	0.869800107	0.543989178	NA
LOC101409256	-0.178679933	0.544011364	0.677572235
SCIMP	0.376623533	0.544031221	0.677572235
DNTTIP2	-0.441973359	0.544061747	0.677572235
SEPTIN9.3	-0.407766262	0.544211829	0.677705116
ATP6V1FNB	-0.448255142	0.544278489	NA
CFL1	-0.176737689	0.544303211	0.677764883
MIR1244-2	0.780641852	0.544335425	NA
MKX-AS1	0.241113456	0.544396804	0.677802759
LOC112268140	-0.462955118	0.544420409	0.677802759
MIR1915HG	-0.707668804	0.544428015	NA
UBL7-AS1	0.752169959	0.544479427	NA
FGD5	-0.193170877	0.544512899	0.677863882
RC3H1	0.51420289	0.544573527	NA
SAMD1	0.309615943	0.544612799	0.677895922
HAS3.2	-0.371149546	0.54467082	0.677895922
PSMA6.2	-0.347775429	0.544673266	0.677895922
IDH3A	0.486559895	0.544704349	NA
MGAT4A	-0.293643972	0.544712222	0.677895922
MCRS1.1	-0.741363411	0.544727439	NA
SEL1L3	0.457500754	0.544809724	NA
CCDC85A	-0.777959981	0.544957755	NA
OTOAP1	0.732489997	0.545168579	NA
GRM1.1	0.476534338	0.545226543	NA
ZNF518A.3	-0.264028763	0.545301944	0.678575773
GNAO1	-0.899573261	0.545356048	NA
TEX9.2	-0.418780426	0.545396453	0.678639318
LOC101929710	-0.427131762	0.545478891	0.678687834
NPHP3	0.80672132	0.545523337	NA
CHD2.1	-0.262858716	0.54566912	0.678870446
NTSR2	-0.633138846	0.54572385	NA
SLC44A2.1	-0.661889433	0.545761984	NA
LOC728739	0.482371215	0.545768183	NA
XKRX	0.298305419	0.545792028	0.678940602
ZNF189	0.098458823	0.545812437	0.678940602
TADA3	-0.213658237	0.545866652	0.678953974
ZMYM4-AS1	0.733975819	0.545883136	NA
ZNF189.1	0.55047617	0.545888975	NA
ZMYM2.3	0.71938263	0.545889133	NA
ZIC4	-0.464266752	0.545921107	0.678965195
SMIM10	0.261126675	0.545978976	0.678965195
SERPINB6.2	-0.402237571	0.546006067	0.678965195
CXCL2	-0.528686757	0.546066079	NA
MIR6812	0.166956127	0.546139141	0.679076616
DGKD	0.799004182	0.546144129	NA
ACACB	0.172690115	0.546234307	0.679118445
TMEM80	-0.176276346	0.546259731	0.679118445
GFM1	0.73635941	0.546272462	NA
NF1.1	0.584016267	0.546320792	NA
MXD3.1	0.399309948	0.546409788	0.679250939
CHRNE	0.838654847	0.546475237	NA
LINC01606	0.133098293	0.546542861	0.679362301
HMGXB3	-0.442994007	0.546607611	0.679388724
PDGFA	0.423855259	0.546682087	0.679427232
NNT	0.478056101	0.546804186	0.679524916
JPH3.1	0.23316653	0.546933356	0.67963137
ARCN1	-0.70111218	0.546947218	NA
H4C4	-0.434632108	0.547013511	0.679665994
OPALIN.1	0.398278756	0.547048239	0.679665994
NCAM2.2	0.597211059	0.547118993	NA
STX7	0.383252358	0.547311142	0.67985088
PRRC2C	-0.320251037	0.547318904	0.67985088
SGK1.2	-0.863513536	0.547327615	0.67985088
SVIP.1	0.337196987	0.54741435	0.679904553
CNPY2.1	-0.22181002	0.547467793	0.679916871
ASB16-AS1	-0.637475468	0.547483938	NA
SP3	0.547807626	0.547531888	NA
RPL7.1	-0.398828665	0.547588786	0.680013071
GLS.1	-0.581356765	0.547802074	NA
ZSCAN9	0.391685432	0.547868758	0.680306667
CADPS.1	0.494206306	0.548035578	NA
FAM87A	0.700160054	0.548143994	NA
LURAP1L-AS1	-0.458257743	0.548210804	0.680677289
WDR4.1	0.532967238	0.548213237	NA
CCSER1.2	-0.761899103	0.548277881	NA
TMEM176B	0.80743245	0.54838506	NA
ADAR.2	0.630782874	0.548413458	NA
GGACT.1	-0.29294839	0.548425085	0.680889227
LINC00861	0.813631895	0.548507335	NA
LINC02731	-0.686722229	0.548556929	0.680987009
ABCC9	0.517270077	0.548591032	0.680987009
TMCC2.3	0.819499899	0.548775905	NA
TRMO	-0.31118625	0.548938463	0.681364142
IL3RA	0.340519818	0.549033114	0.681381887
PGS1	-0.168133681	0.549039998	0.681381887
MDFI	-0.824498381	0.549142911	NA
C1orf87	-0.628333433	0.549190395	NA
CCDC27	-0.301265745	0.549195188	0.681496402
MORN1.1	-0.319031303	0.549219525	0.681496402
LPIN1.1	0.730327282	0.549395746	NA
H3C8	0.866484151	0.549455968	0.68172701
H3-3B	-0.529973141	0.549492656	0.68172701
EEF1D.1	-0.292620381	0.549624744	0.681805328
CEP135	0.216573719	0.549643076	0.681805328
MAP7.1	0.83054721	0.549810034	NA
TMEM256	-0.199998414	0.549823761	0.681957657
TMX3.1	0.361327744	0.54985319	0.681957657
MLKL	0.709299459	0.549974083	NA
UBA3	0.760519243	0.550015003	NA
TRAF2	-0.25031825	0.550097852	0.682206935
SLC15A2	-0.37090817	0.550530684	0.682689514
DNM1P41	-0.620982688	0.550585094	NA
ZEB1-AS1.2	-0.677052203	0.550640326	NA
C10orf90	-0.868800335	0.550805131	0.682957033
SOCS2.2	0.130652886	0.550845348	0.682957033
LOC100132781	0.331171411	0.550877576	0.682957033
ABHD3	0.214689119	0.551041239	0.683105722
HPRT1	0.599635623	0.551139481	NA
HNRNPKP3	0.195678462	0.551166266	0.683206494
CDK5RAP1	-0.369333968	0.551227719	NA
LOC101927269	-0.223542822	0.551270736	0.683267696
MYBPC3	-0.258696664	0.551314574	0.683267696
PHKG2	-0.40822898	0.55134686	0.683267696
GJB7	0.623080368	0.551382523	NA
ATP5MC1	0.698281426	0.551472391	NA
LOC100506725	0.088280559	0.551610678	0.683540409
LOC105379807	0.364322576	0.551678001	0.683567773
RALGAPA2	0.463170438	0.551715507	NA
CEP192	0.231250498	0.551720279	0.683567773
TMEM82	-0.642612865	0.551798147	NA
LINC00326	0.353273611	0.551825172	0.683641944
LINC01168	-1.155769402	0.551867673	0.683641944
KCNK4-TEX40	-0.446565664	0.551961484	NA
CORO1C.1	0.506137814	0.551991642	NA
ZNF460	-0.634742046	0.552026208	NA
LOC101928504	0.750131841	0.552099339	NA
STPG4	0.517673147	0.552187485	NA
KDM1A.1	0.418648666	0.552200162	NA
HOMER3.2	0.761349499	0.552219247	NA
LINC00865	0.849204538	0.55238728	NA
L3MBTL1.2	0.231905901	0.552617946	0.684517084
DBNDD1.1	-0.205117604	0.552696101	0.68455961
MYLK2	0.363594751	0.552789927	0.684621537
C16orf95-DT	0.76012627	0.552826336	NA
SIAH1.1	0.426305946	0.55302995	NA
CAVIN2	0.49944526	0.553057917	NA
DBF4B	0.309535333	0.553089974	0.684938837
LRRC51	-0.29927944	0.553260283	0.685095433
MIR4728	-0.650646204	0.55329639	NA
KCNIP3.1	-1.315512336	0.553382215	0.685192103
LATS2	0.618784771	0.553396496	NA
SPATA33.1	0.325343207	0.553637506	0.685406929
SDHB	0.213478607	0.553643469	0.685406929
PTPRR.1	0.49176996	0.55365038	NA
GATA6	-1.086372404	0.553752017	NA
RNF166.1	0.155952968	0.553873715	0.685637634
RGL1.1	-0.45183797	0.55387466	NA
LSM8	0.630496181	0.55394721	0.685674277
ADORA1.1	-0.750127987	0.553970263	NA
ZNF423.1	0.241343664	0.553995897	0.685680208
